id,name,name_en,description,description_en,full_video_url,full_video_image_url,introduction,introduction_en,slug,slug_en,attribute_name,attribute_value
3,"Pompes inclinées","Incline Push-Ups","<p>Placez les mains sur un support élevé, le corps <strong>aligné</strong>.</p><p>Descendez la poitrine vers le support puis poussez en gardant le <em>gainage</em>.</p>","<p>Hands on an elevated surface with a straight, <strong>aligned</strong> body.</p><p>Lower the chest to the surface then press back up with a <em>braced</em> core.</p>",https://www.youtube.com/watch?v=qBNITVC1SsA,https://img.youtube.com/vi/qBNITVC1SsA/maxresdefault.jpg,"Variante accessible pour renforcer la poitrine.","Accessible push-up to build chest strength.","pompes-inclinees","incline-push-ups",TYPE,STRENGTH
3,"Pompes inclinées","Incline Push-Ups","<p>Placez les mains sur un support élevé, le corps <strong>aligné</strong>.</p><p>Descendez la poitrine vers le support puis poussez en gardant le <em>gainage</em>.</p>","<p>Hands on an elevated surface with a straight, <strong>aligned</strong> body.</p><p>Lower the chest to the surface then press back up with a <em>braced</em> core.</p>",https://www.youtube.com/watch?v=qBNITVC1SsA,https://img.youtube.com/vi/qBNITVC1SsA/maxresdefault.jpg,"Variante accessible pour renforcer la poitrine.","Accessible push-up to build chest strength.","pompes-inclinees","incline-push-ups",PRIMARY_MUSCLE,CHEST
3,"Pompes inclinées","Incline Push-Ups","<p>Placez les mains sur un support élevé, le corps <strong>aligné</strong>.</p><p>Descendez la poitrine vers le support puis poussez en gardant le <em>gainage</em>.</p>","<p>Hands on an elevated surface with a straight, <strong>aligned</strong> body.</p><p>Lower the chest to the surface then press back up with a <em>braced</em> core.</p>",https://www.youtube.com/watch?v=qBNITVC1SsA,https://img.youtube.com/vi/qBNITVC1SsA/maxresdefault.jpg,"Variante accessible pour renforcer la poitrine.","Accessible push-up to build chest strength.","pompes-inclinees","incline-push-ups",SECONDARY_MUSCLE,TRICEPS
3,"Pompes inclinées","Incline Push-Ups","<p>Placez les mains sur un support élevé, le corps <strong>aligné</strong>.</p><p>Descendez la poitrine vers le support puis poussez en gardant le <em>gainage</em>.</p>","<p>Hands on an elevated surface with a straight, <strong>aligned</strong> body.</p><p>Lower the chest to the surface then press back up with a <em>braced</em> core.</p>",https://www.youtube.com/watch?v=qBNITVC1SsA,https://img.youtube.com/vi/qBNITVC1SsA/maxresdefault.jpg,"Variante accessible pour renforcer la poitrine.","Accessible push-up to build chest strength.","pompes-inclinees","incline-push-ups",EQUIPMENT,BODYWEIGHT
3,"Pompes inclinées","Incline Push-Ups","<p>Placez les mains sur un support élevé, le corps <strong>aligné</strong>.</p><p>Descendez la poitrine vers le support puis poussez en gardant le <em>gainage</em>.</p>","<p>Hands on an elevated surface with a straight, <strong>aligned</strong> body.</p><p>Lower the chest to the surface then press back up with a <em>braced</em> core.</p>",https://www.youtube.com/watch?v=qBNITVC1SsA,https://img.youtube.com/vi/qBNITVC1SsA/maxresdefault.jpg,"Variante accessible pour renforcer la poitrine.","Accessible push-up to build chest strength.","pompes-inclinees","incline-push-ups",MECHANICS_TYPE,COMPOUND
4,"Squats au poids du corps","Bodyweight Squats","<p>Tenez-vous debout, pieds <strong>écartés</strong> à la largeur des épaules.</p><p>Descendez en poussant les hanches vers l'arrière, <em>genoux alignés</em> avec les orteils, puis remontez en poussant sur les talons.</p>","<p>Stand with feet <strong>shoulder-width</strong> apart.</p><p>Lower by pushing hips back, <em>knees aligned</em> with toes, then drive up through heels.</p>",https://www.youtube.com/watch?v=aclHkVaku9U,https://img.youtube.com/vi/aclHkVaku9U/maxresdefault.jpg,"Exercice fondamental pour les jambes et fessiers.","Essential lower body strength exercise.","squats-au-poids-du-corps","bodyweight-squats",TYPE,STRENGTH
4,"Squats au poids du corps","Bodyweight Squats","<p>Tenez-vous debout, pieds <strong>écartés</strong> à la largeur des épaules.</p><p>Descendez en poussant les hanches vers l'arrière, <em>genoux alignés</em> avec les orteils, puis remontez en poussant sur les talons.</p>","<p>Stand with feet <strong>shoulder-width</strong> apart.</p><p>Lower by pushing hips back, <em>knees aligned</em> with toes, then drive up through heels.</p>",https://www.youtube.com/watch?v=aclHkVaku9U,https://img.youtube.com/vi/aclHkVaku9U/maxresdefault.jpg,"Exercice fondamental pour les jambes et fessiers.","Essential lower body strength exercise.","squats-au-poids-du-corps","bodyweight-squats",PRIMARY_MUSCLE,QUADRICEPS
4,"Squats au poids du corps","Bodyweight Squats","<p>Tenez-vous debout, pieds <strong>écartés</strong> à la largeur des épaules.</p><p>Descendez en poussant les hanches vers l'arrière, <em>genoux alignés</em> avec les orteils, puis remontez en poussant sur les talons.</p>","<p>Stand with feet <strong>shoulder-width</strong> apart.</p><p>Lower by pushing hips back, <em>knees aligned</em> with toes, then drive up through heels.</p>",https://www.youtube.com/watch?v=aclHkVaku9U,https://img.youtube.com/vi/aclHkVaku9U/maxresdefault.jpg,"Exercice fondamental pour les jambes et fessiers.","Essential lower body strength exercise.","squats-au-poids-du-corps","bodyweight-squats",SECONDARY_MUSCLE,GLUTES
4,"Squats au poids du corps","Bodyweight Squats","<p>Tenez-vous debout, pieds <strong>écartés</strong> à la largeur des épaules.</p><p>Descendez en poussant les hanches vers l'arrière, <em>genoux alignés</em> avec les orteils, puis remontez en poussant sur les talons.</p>","<p>Stand with feet <strong>shoulder-width</strong> apart.</p><p>Lower by pushing hips back, <em>knees aligned</em> with toes, then drive up through heels.</p>",https://www.youtube.com/watch?v=aclHkVaku9U,https://img.youtube.com/vi/aclHkVaku9U/maxresdefault.jpg,"Exercice fondamental pour les jambes et fessiers.","Essential lower body strength exercise.","squats-au-poids-du-corps","bodyweight-squats",EQUIPMENT,BODYWEIGHT
4,"Squats au poids du corps","Bodyweight Squats","<p>Tenez-vous debout, pieds <strong>écartés</strong> à la largeur des épaules.</p><p>Descendez en poussant les hanches vers l'arrière, <em>genoux alignés</em> avec les orteils, puis remontez en poussant sur les talons.</p>","<p>Stand with feet <strong>shoulder-width</strong> apart.</p><p>Lower by pushing hips back, <em>knees aligned</em> with toes, then drive up through heels.</p>",https://www.youtube.com/watch?v=aclHkVaku9U,https://img.youtube.com/vi/aclHkVaku9U/maxresdefault.jpg,"Exercice fondamental pour les jambes et fessiers.","Essential lower body strength exercise.","squats-au-poids-du-corps","bodyweight-squats",MECHANICS_TYPE,COMPOUND
5,"Planche statique","Plank Hold","<p>Placez-vous en appui sur les avant-bras et les orteils.</p><p>Gardez le corps <strong>aligné</strong> de la tête aux talons, <em>abdominaux contractés</em> et respirez normalement.</p>","<p>Position yourself on forearms and toes.</p><p>Keep body <strong>straight</strong> from head to heels, <em>core engaged</em> and breathe normally.</p>",https://www.youtube.com/watch?v=pSHjTRCQxIw,https://img.youtube.com/vi/pSHjTRCQxIw/maxresdefault.jpg,"Exercice isométrique pour renforcer le tronc.","Isometric exercise to strengthen the core.","planche-statique","plank-hold",TYPE,STRENGTH
5,"Planche statique","Plank Hold","<p>Placez-vous en appui sur les avant-bras et les orteils.</p><p>Gardez le corps <strong>aligné</strong> de la tête aux talons, <em>abdominaux contractés</em> et respirez normalement.</p>","<p>Position yourself on forearms and toes.</p><p>Keep body <strong>straight</strong> from head to heels, <em>core engaged</em> and breathe normally.</p>",https://www.youtube.com/watch?v=pSHjTRCQxIw,https://img.youtube.com/vi/pSHjTRCQxIw/maxresdefault.jpg,"Exercice isométrique pour renforcer le tronc.","Isometric exercise to strengthen the core.","planche-statique","plank-hold",PRIMARY_MUSCLE,CORE
5,"Planche statique","Plank Hold","<p>Placez-vous en appui sur les avant-bras et les orteils.</p><p>Gardez le corps <strong>aligné</strong> de la tête aux talons, <em>abdominaux contractés</em> et respirez normalement.</p>","<p>Position yourself on forearms and toes.</p><p>Keep body <strong>straight</strong> from head to heels, <em>core engaged</em> and breathe normally.</p>",https://www.youtube.com/watch?v=pSHjTRCQxIw,https://img.youtube.com/vi/pSHjTRCQxIw/maxresdefault.jpg,"Exercice isométrique pour renforcer le tronc.","Isometric exercise to strengthen the core.","planche-statique","plank-hold",SECONDARY_MUSCLE,SHOULDERS
5,"Planche statique","Plank Hold","<p>Placez-vous en appui sur les avant-bras et les orteils.</p><p>Gardez le corps <strong>aligné</strong> de la tête aux talons, <em>abdominaux contractés</em> et respirez normalement.</p>","<p>Position yourself on forearms and toes.</p><p>Keep body <strong>straight</strong> from head to heels, <em>core engaged</em> and breathe normally.</p>",https://www.youtube.com/watch?v=pSHjTRCQxIw,https://img.youtube.com/vi/pSHjTRCQxIw/maxresdefault.jpg,"Exercice isométrique pour renforcer le tronc.","Isometric exercise to strengthen the core.","planche-statique","plank-hold",EQUIPMENT,BODYWEIGHT
5,"Planche statique","Plank Hold","<p>Placez-vous en appui sur les avant-bras et les orteils.</p><p>Gardez le corps <strong>aligné</strong> de la tête aux talons, <em>abdominaux contractés</em> et respirez normalement.</p>","<p>Position yourself on forearms and toes.</p><p>Keep body <strong>straight</strong> from head to heels, <em>core engaged</em> and breathe normally.</p>",https://www.youtube.com/watch?v=pSHjTRCQxIw,https://img.youtube.com/vi/pSHjTRCQxIw/maxresdefault.jpg,"Exercice isométrique pour renforcer le tronc.","Isometric exercise to strengthen the core.","planche-statique","plank-hold",MECHANICS_TYPE,ISOLATION
6,"Soulevé de terre à la barre","Barbell Deadlift","<p>Placez la barre au sol, pieds sous la barre.</p><p>Saisissez la barre, gardez le dos <strong>droit</strong> et soulevez en poussant les hanches vers l'avant, <em>épaules en arrière</em>.</p>","<p>Position bar on floor with feet underneath.</p><p>Grip the bar, keep back <strong>straight</strong> and lift by driving hips forward, <em>shoulders back</em>.</p>",https://www.youtube.com/watch?v=op9kVnSso6Q,https://img.youtube.com/vi/op9kVnSso6Q/maxresdefault.jpg,"Mouvement de base pour la force de la chaîne postérieure.","Fundamental posterior chain strength movement.","souleve-de-terre-a-la-barre","barbell-deadlift",TYPE,STRENGTH
6,"Soulevé de terre à la barre","Barbell Deadlift","<p>Placez la barre au sol, pieds sous la barre.</p><p>Saisissez la barre, gardez le dos <strong>droit</strong> et soulevez en poussant les hanches vers l'avant, <em>épaules en arrière</em>.</p>","<p>Position bar on floor with feet underneath.</p><p>Grip the bar, keep back <strong>straight</strong> and lift by driving hips forward, <em>shoulders back</em>.</p>",https://www.youtube.com/watch?v=op9kVnSso6Q,https://img.youtube.com/vi/op9kVnSso6Q/maxresdefault.jpg,"Mouvement de base pour la force de la chaîne postérieure.","Fundamental posterior chain strength movement.","souleve-de-terre-a-la-barre","barbell-deadlift",PRIMARY_MUSCLE,HAMSTRINGS
6,"Soulevé de terre à la barre","Barbell Deadlift","<p>Placez la barre au sol, pieds sous la barre.</p><p>Saisissez la barre, gardez le dos <strong>droit</strong> et soulevez en poussant les hanches vers l'avant, <em>épaules en arrière</em>.</p>","<p>Position bar on floor with feet underneath.</p><p>Grip the bar, keep back <strong>straight</strong> and lift by driving hips forward, <em>shoulders back</em>.</p>",https://www.youtube.com/watch?v=op9kVnSso6Q,https://img.youtube.com/vi/op9kVnSso6Q/maxresdefault.jpg,"Mouvement de base pour la force de la chaîne postérieure.","Fundamental posterior chain strength movement.","souleve-de-terre-a-la-barre","barbell-deadlift",SECONDARY_MUSCLE,BACK
6,"Soulevé de terre à la barre","Barbell Deadlift","<p>Placez la barre au sol, pieds sous la barre.</p><p>Saisissez la barre, gardez le dos <strong>droit</strong> et soulevez en poussant les hanches vers l'avant, <em>épaules en arrière</em>.</p>","<p>Position bar on floor with feet underneath.</p><p>Grip the bar, keep back <strong>straight</strong> and lift by driving hips forward, <em>shoulders back</em>.</p>",https://www.youtube.com/watch?v=op9kVnSso6Q,https://img.youtube.com/vi/op9kVnSso6Q/maxresdefault.jpg,"Mouvement de base pour la force de la chaîne postérieure.","Fundamental posterior chain strength movement.","souleve-de-terre-a-la-barre","barbell-deadlift",EQUIPMENT,BARBELL
6,"Soulevé de terre à la barre","Barbell Deadlift","<p>Placez la barre au sol, pieds sous la barre.</p><p>Saisissez la barre, gardez le dos <strong>droit</strong> et soulevez en poussant les hanches vers l'avant, <em>épaules en arrière</em>.</p>","<p>Position bar on floor with feet underneath.</p><p>Grip the bar, keep back <strong>straight</strong> and lift by driving hips forward, <em>shoulders back</em>.</p>",https://www.youtube.com/watch?v=op9kVnSso6Q,https://img.youtube.com/vi/op9kVnSso6Q/maxresdefault.jpg,"Mouvement de base pour la force de la chaîne postérieure.","Fundamental posterior chain strength movement.","souleve-de-terre-a-la-barre","barbell-deadlift",MECHANICS_TYPE,COMPOUND
7,"Curls biceps aux haltères","Dumbbell Bicep Curls","<p>Tenez un haltère dans chaque main, bras le long du corps.</p><p>Fléchissez les avant-bras en gardant les coudes <strong>fixes</strong>, contractez les <em>biceps</em> en haut puis redescendez lentement.</p>","<p>Hold a dumbbell in each hand with arms at your sides.</p><p>Curl forearms up keeping elbows <strong>stationary</strong>, squeeze <em>biceps</em> at the top then lower slowly.</p>",https://www.youtube.com/watch?v=ykJmrZ5v0Oo,https://img.youtube.com/vi/ykJmrZ5v0Oo/maxresdefault.jpg,"Exercice d'isolation pour développer les biceps.","Isolation exercise to build bicep strength.","curls-biceps-aux-halteres","dumbbell-bicep-curls",TYPE,STRENGTH
7,"Curls biceps aux haltères","Dumbbell Bicep Curls","<p>Tenez un haltère dans chaque main, bras le long du corps.</p><p>Fléchissez les avant-bras en gardant les coudes <strong>fixes</strong>, contractez les <em>biceps</em> en haut puis redescendez lentement.</p>","<p>Hold a dumbbell in each hand with arms at your sides.</p><p>Curl forearms up keeping elbows <strong>stationary</strong>, squeeze <em>biceps</em> at the top then lower slowly.</p>",https://www.youtube.com/watch?v=ykJmrZ5v0Oo,https://img.youtube.com/vi/ykJmrZ5v0Oo/maxresdefault.jpg,"Exercice d'isolation pour développer les biceps.","Isolation exercise to build bicep strength.","curls-biceps-aux-halteres","dumbbell-bicep-curls",PRIMARY_MUSCLE,BICEPS
7,"Curls biceps aux haltères","Dumbbell Bicep Curls","<p>Tenez un haltère dans chaque main, bras le long du corps.</p><p>Fléchissez les avant-bras en gardant les coudes <strong>fixes</strong>, contractez les <em>biceps</em> en haut puis redescendez lentement.</p>","<p>Hold a dumbbell in each hand with arms at your sides.</p><p>Curl forearms up keeping elbows <strong>stationary</strong>, squeeze <em>biceps</em> at the top then lower slowly.</p>",https://www.youtube.com/watch?v=ykJmrZ5v0Oo,https://img.youtube.com/vi/ykJmrZ5v0Oo/maxresdefault.jpg,"Exercice d'isolation pour développer les biceps.","Isolation exercise to build bicep strength.","curls-biceps-aux-halteres","dumbbell-bicep-curls",SECONDARY_MUSCLE,FOREARMS
7,"Curls biceps aux haltères","Dumbbell Bicep Curls","<p>Tenez un haltère dans chaque main, bras le long du corps.</p><p>Fléchissez les avant-bras en gardant les coudes <strong>fixes</strong>, contractez les <em>biceps</em> en haut puis redescendez lentement.</p>","<p>Hold a dumbbell in each hand with arms at your sides.</p><p>Curl forearms up keeping elbows <strong>stationary</strong>, squeeze <em>biceps</em> at the top then lower slowly.</p>",https://www.youtube.com/watch?v=ykJmrZ5v0Oo,https://img.youtube.com/vi/ykJmrZ5v0Oo/maxresdefault.jpg,"Exercice d'isolation pour développer les biceps.","Isolation exercise to build bicep strength.","curls-biceps-aux-halteres","dumbbell-bicep-curls",EQUIPMENT,DUMBBELL
7,"Curls biceps aux haltères","Dumbbell Bicep Curls","<p>Tenez un haltère dans chaque main, bras le long du corps.</p><p>Fléchissez les avant-bras en gardant les coudes <strong>fixes</strong>, contractez les <em>biceps</em> en haut puis redescendez lentement.</p>","<p>Hold a dumbbell in each hand with arms at your sides.</p><p>Curl forearms up keeping elbows <strong>stationary</strong>, squeeze <em>biceps</em> at the top then lower slowly.</p>",https://www.youtube.com/watch?v=ykJmrZ5v0Oo,https://img.youtube.com/vi/ykJmrZ5v0Oo/maxresdefault.jpg,"Exercice d'isolation pour développer les biceps.","Isolation exercise to build bicep strength.","curls-biceps-aux-halteres","dumbbell-bicep-curls",MECHANICS_TYPE,ISOLATION
8,"Balancés kettlebell","Kettlebell Swings","<p>Tenez la kettlebell à deux mains, pieds écartés.</p><p>Poussez les hanches vers l'arrière puis <strong>explosez</strong> vers l'avant en contractant les <em>fessiers</em>, la kettlebell monte à hauteur d'épaules.</p>","<p>Hold kettlebell with both hands, feet apart.</p><p>Push hips back then <strong>explosively</strong> drive forward engaging <em>glutes</em>, kettlebell rises to shoulder height.</p>",https://www.youtube.com/watch?v=yeMXdkZ18EA,https://img.youtube.com/vi/yeMXdkZ18EA/maxresdefault.jpg,"Exercice cardio explosif pour les fessiers et le cardio.","Explosive cardio exercise for glutes and conditioning.","balances-kettlebell","kettlebell-swings",TYPE,CARDIO
8,"Balancés kettlebell","Kettlebell Swings","<p>Tenez la kettlebell à deux mains, pieds écartés.</p><p>Poussez les hanches vers l'arrière puis <strong>explosez</strong> vers l'avant en contractant les <em>fessiers</em>, la kettlebell monte à hauteur d'épaules.</p>","<p>Hold kettlebell with both hands, feet apart.</p><p>Push hips back then <strong>explosively</strong> drive forward engaging <em>glutes</em>, kettlebell rises to shoulder height.</p>",https://www.youtube.com/watch?v=yeMXdkZ18EA,https://img.youtube.com/vi/yeMXdkZ18EA/maxresdefault.jpg,"Exercice cardio explosif pour les fessiers et le cardio.","Explosive cardio exercise for glutes and conditioning.","balances-kettlebell","kettlebell-swings",PRIMARY_MUSCLE,GLUTES
8,"Balancés kettlebell","Kettlebell Swings","<p>Tenez la kettlebell à deux mains, pieds écartés.</p><p>Poussez les hanches vers l'arrière puis <strong>explosez</strong> vers l'avant en contractant les <em>fessiers</em>, la kettlebell monte à hauteur d'épaules.</p>","<p>Hold kettlebell with both hands, feet apart.</p><p>Push hips back then <strong>explosively</strong> drive forward engaging <em>glutes</em>, kettlebell rises to shoulder height.</p>",https://www.youtube.com/watch?v=yeMXdkZ18EA,https://img.youtube.com/vi/yeMXdkZ18EA/maxresdefault.jpg,"Exercice cardio explosif pour les fessiers et le cardio.","Explosive cardio exercise for glutes and conditioning.","balances-kettlebell","kettlebell-swings",SECONDARY_MUSCLE,HAMSTRINGS
8,"Balancés kettlebell","Kettlebell Swings","<p>Tenez la kettlebell à deux mains, pieds écartés.</p><p>Poussez les hanches vers l'arrière puis <strong>explosez</strong> vers l'avant en contractant les <em>fessiers</em>, la kettlebell monte à hauteur d'épaules.</p>","<p>Hold kettlebell with both hands, feet apart.</p><p>Push hips back then <strong>explosively</strong> drive forward engaging <em>glutes</em>, kettlebell rises to shoulder height.</p>",https://www.youtube.com/watch?v=yeMXdkZ18EA,https://img.youtube.com/vi/yeMXdkZ18EA/maxresdefault.jpg,"Exercice cardio explosif pour les fessiers et le cardio.","Explosive cardio exercise for glutes and conditioning.","balances-kettlebell","kettlebell-swings",EQUIPMENT,KETTLEBELL
8,"Balancés kettlebell","Kettlebell Swings","<p>Tenez la kettlebell à deux mains, pieds écartés.</p><p>Poussez les hanches vers l'arrière puis <strong>explosez</strong> vers l'avant en contractant les <em>fessiers</em>, la kettlebell monte à hauteur d'épaules.</p>","<p>Hold kettlebell with both hands, feet apart.</p><p>Push hips back then <strong>explosively</strong> drive forward engaging <em>glutes</em>, kettlebell rises to shoulder height.</p>",https://www.youtube.com/watch?v=yeMXdkZ18EA,https://img.youtube.com/vi/yeMXdkZ18EA/maxresdefault.jpg,"Exercice cardio explosif pour les fessiers et le cardio.","Explosive cardio exercise for glutes and conditioning.","balances-kettlebell","kettlebell-swings",MECHANICS_TYPE,COMPOUND
9,"Tirages verticaux à la poulie","Lat Pulldowns","<p>Asseyez-vous à la machine, saisissez la barre large avec les mains <strong>écartées</strong>.</p><p>Tirez la barre vers le <em>haut de la poitrine</em> en contractant les dorsaux, puis remontez lentement.</p>","<p>Sit at the machine and grip the wide bar with hands <strong>spread wide</strong>.</p><p>Pull the bar to <em>upper chest</em> by contracting lats, then slowly return.</p>",https://www.youtube.com/watch?v=CAwf7n6Luuc,https://img.youtube.com/vi/CAwf7n6Luuc/maxresdefault.jpg,"Exercice machine pour développer la largeur du dos.","Cable machine exercise to build back width.","tirages-verticaux-a-la-poulie","lat-pulldowns",TYPE,STRENGTH
9,"Tirages verticaux à la poulie","Lat Pulldowns","<p>Asseyez-vous à la machine, saisissez la barre large avec les mains <strong>écartées</strong>.</p><p>Tirez la barre vers le <em>haut de la poitrine</em> en contractant les dorsaux, puis remontez lentement.</p>","<p>Sit at the machine and grip the wide bar with hands <strong>spread wide</strong>.</p><p>Pull the bar to <em>upper chest</em> by contracting lats, then slowly return.</p>",https://www.youtube.com/watch?v=CAwf7n6Luuc,https://img.youtube.com/vi/CAwf7n6Luuc/maxresdefault.jpg,"Exercice machine pour développer la largeur du dos.","Cable machine exercise to build back width.","tirages-verticaux-a-la-poulie","lat-pulldowns",PRIMARY_MUSCLE,BACK
